Pipeline,FromActivity,FromSequence,FromParent,ToActivity,ToSequence,ToParent,Conditions,SequenceFlow,SameContainer,FromExecutionStage,ToExecutionStage
pl_Klaviyo_Spam,df_Klaviyo_Spam,3,,Complete,4,,Succeeded,3→4,Yes,2,3
pl_Klaviyo_Send_Campaigns_Segments,Set_Container,1,,Set_Directory,2,,Succeeded,1→2,Yes,0,1
pl_Klaviyo_Send_Campaigns_Segments,Set_Directory,2,,Set_File,3,,Succeeded,2→3,Yes,1,2
pl_Klaviyo_Send_Campaigns_Segments,ForEach2,6,,Done,4,,Succeeded,6→4,Yes,5,6
pl_Klaviyo_Send_Campaigns_Segments,Set_File,3,,Get FileNames,5,,Succeeded,3→5,Yes,2,3
pl_Klaviyo_Send_Campaigns_Segments,If Condition1,9,,ForEach2,6,,Succeeded,9→6,Yes,4,5
pl_Klaviyo_Send_Campaigns_Segments,Set variable1,7,ForEach2,df_Klaviyo_Campaigns,8,ForEach2,Succeeded,7→8,Yes,0,1
pl_Klaviyo_Send_Campaigns_Segments,Get FileNames,5,,If Condition1,9,,Succeeded,5→9,Yes,3,4
pl_Klaviyo_Send_Campaigns_Segments,FullLoad_True,11,If Condition1→TRUE,Clean Table_Full,10,If Condition1→TRUE,Succeeded,11→10,Yes,0,1
pl_Klaviyo_Send_Campaigns_Segments,Fullload_False,13,If Condition1→FALSE,Clean Table,12,If Condition1→FALSE,Succeeded,13→12,Yes,0,1
pl_Klaviyo_Test,GetSecrete,2,,Post,1,,Succeeded,2→1,Yes,0,1
pl_Klaviyo_Test,Post,1,,df_Klaviyo,3,,Succeeded,1→3,Yes,1,2
pl_Klaviyo_Master,pl_Klaviyo_Report,25,,Execute Get Campaigns,1,,Succeeded,25→1,Yes,1,2
pl_Klaviyo_Master,Execute Get Campaigns,1,,Execute Send Campaigns,2,,Succeeded,1→2,Yes,2,3
pl_Klaviyo_Master,pl_Klaviyo_Open,3,,pl_Klaviyo_Unique_Open,4,,Succeeded,3→4,Yes,0,1
pl_Klaviyo_Master,pl_Klaviyo_Unique_Open,4,,pl_Klaviyo_Clicked,5,,Succeeded,4→5,Yes,1,2
pl_Klaviyo_Master,pl_Klaviyo_Clicked,5,,pl_Klaviyo_Unique_Clicked,6,,Succeeded,5→6,Yes,2,3
pl_Klaviyo_Master,pl_Klaviyo_Unique_Clicked,6,,pl_Klaviyo_Received,7,,Succeeded,6→7,Yes,3,4
pl_Klaviyo_Master,pl_Klaviyo_Received,7,,pl_Klaviyo_Spam,8,,Succeeded,7→8,Yes,4,5
pl_Klaviyo_Master,pl_Klaviyo_Spam,8,,pl_Klaviyo_Unsubscribed,9,,Succeeded,8→9,Yes,5,6
pl_Klaviyo_Master,pl_Klaviyo_Unsubscribed,9,,pl_Klaviyo_Bounce,10,,Succeeded,9→10,Yes,6,7
pl_Klaviyo_Master,Execute Send Campaigns,2,,pl_Klaviyo_Get_Campaigns_Tags,11,,Succeeded,2→11,Yes,3,4
pl_Klaviyo_Master,pl_Klaviyo_Get_Campaigns_Tags,11,,pl_Klaviyo_Send_Campaigns_Tags,12,,Succeeded,11→12,Yes,4,5
pl_Klaviyo_Master,Delete1,15,,Done,13,,Succeeded,15→13,Yes,15,16
pl_Klaviyo_Master,FolderDate,20,,Copy data1,14,,Succeeded,20→14,Yes,13,14
pl_Klaviyo_Master,Copy data1,14,,Delete1,15,,Succeeded,14→15,Yes,14,15
pl_Klaviyo_Master,pl_Klaviyo_Send_Campaigns_Segments,22,,FileSystemFrom,17,,Succeeded,22→17,Yes,9,10
pl_Klaviyo_Master,FileSytemTo,19,,Folder,18,,Succeeded,19→18,Yes,11,12
pl_Klaviyo_Master,FileSystemFrom,17,,FileSytemTo,19,,Succeeded,17→19,Yes,10,11
pl_Klaviyo_Master,Folder,18,,FolderDate,20,,Succeeded,18→20,Yes,12,13
pl_Klaviyo_Master,pl_Klaviyo_Send_Campaigns_Messages,24,,pl_Klaviyo_Get_Campaigns_Segments,21,,Succeeded,24→21,Yes,7,8
pl_Klaviyo_Master,pl_Klaviyo_Get_Campaigns_Segments,21,,pl_Klaviyo_Send_Campaigns_Segments,22,,Succeeded,21→22,Yes,8,9
pl_Klaviyo_Master,pl_Klaviyo_Send_Campaigns_Tags,12,,pl_Klaviyo_Get_Campaigns_Messages,23,,Succeeded,12→23,Yes,5,6
pl_Klaviyo_Master,pl_Klaviyo_Get_Campaigns_Messages,23,,pl_Klaviyo_Send_Campaigns_Messages,24,,Succeeded,23→24,Yes,6,7
pl_Klaviyo_Master,Ready,16,,pl_Klaviyo_Report,25,,Succeeded,16→25,Yes,0,1
PL_PURITAN_SETTLMT_PYMT_ADJ_TO_AZURE,Copy Salesforce data to Azure Synapse,1,,Copy Staging to Synapse,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_SETTLMT_PYMT_ADJ_TO_AZURE,Copy Salesforce Adjustment data to Azure Synapse,3,,Copy Staging to Synapse_copy1,4,,Succeeded,3→4,Yes,0,1
PL_PURITAN_SETTLMT_PYMT_ADJ_TO_AZURE,Copy Salesforce Adjustment data to Azure Synapse_copy1,5,,Copy Staging to Synapse_copy1_copy1,6,,Succeeded,5→6,Yes,0,1
PL_PURITAN_SETTLMT_PYMT_ADJ_TO_AZURE,Copy Staging to Synapse,2,,Copy Salesforce data to Azure Synapse_copy1,7,,Succeeded,2→7,Yes,1,2
PL_PURITAN_SETTLMT_PYMT_ADJ_TO_AZURE,Copy Salesforce data to Azure Synapse_copy1,7,,Copy Staging to Synapse_copy2,8,,Succeeded,7→8,Yes,2,3
pl_Get_AS400_Space_Utilization,cd_SpaceUtilization_47,1,,cd_SpaceUtilization_42,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Process_OrderHeader,CD_Get_OrderHeader,1,,CD_OrderIHeader_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Process_OrderItems,CD_Get_OrderItems,1,,CD_OrderItems_Synapse,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_CUSTOMER_SEGMENTATION,PuritanCustomerSegmentScript,1,,GetSecret,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_CUSTOMER_SEGMENTATION,GetSecret,2,,TriggerPBIRefresh,3,,Succeeded,2→3,Yes,1,2
pl_NHSC_ExcludedOrders,CD_Get_ExcludedOrders,1,,CD_Excluded_Orders_Synapse,2,,Succeeded,1→2,Yes,0,1
PL_ColleagueData_PlannedOrderFile,GetClientSecret,15,,GetAuthToken,1,,Succeeded,15→1,Yes,0,1
PL_ColleagueData_PlannedOrderFile,FileName,17,,LookupFilesToCopy,5,,Succeeded,17→5,Yes,2,3
PL_ColleagueData_PlannedOrderFile,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_PlannedOrderFile,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_PlannedOrderFile,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_PlannedOrderFile,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_PlannedOrderFile,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_PlannedOrderFile,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_PlannedOrderFile,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_PlannedOrderFile,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_PlannedOrderFile,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_PlannedOrderFile,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_PlannedOrderFile,CD_Update_WaterMark,12,If File Updated→TRUE,df_PlannedOrdersFile,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_PlannedOrderFile,FolderPath,18,,FileName,17,,Succeeded,18→17,Yes,1,2
PL_ColleagueData_PlannedOrderFile,RootFolder,16,,FolderPath,18,,Succeeded,16→18,Yes,0,1
PL_ColleagueData_Material_Production_Versions,GetClientSecret,15,,GetAuthToken,1,,Succeeded,15→1,Yes,0,1
PL_ColleagueData_Material_Production_Versions,FileName,17,,LookupFilesToCopy,5,,Succeeded,17→5,Yes,2,3
PL_ColleagueData_Material_Production_Versions,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_Material_Production_Versions,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_Material_Production_Versions,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_Material_Production_Versions,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_Material_Production_Versions,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_Material_Production_Versions,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_Material_Production_Versions,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_Material_Production_Versions,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_Material_Production_Versions,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_Material_Production_Versions,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_Material_Production_Versions,CD_Update_WaterMark,12,If File Updated→TRUE,df_Material_Production_Versions,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_Material_Production_Versions,FolderPath,18,,FileName,17,,Succeeded,18→17,Yes,1,2
PL_ColleagueData_Material_Production_Versions,RootFolder,16,,FolderPath,18,,Succeeded,16→18,Yes,0,1
pl_NHSC_Process_OrderHeader_SnapShot,CD_Get_OrderHeader,1,,CD_OrderIHeader_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Process_OrderItems_SnapShot,CD_Get_OrderItems,1,,CD_OrderItems_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_ExcludedOrders_SnapShot,CD_Get_ExcludedOrders,1,,CD_Excluded_Orders_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Planned_Orders_SnapShot,CD_Get_Planned_Orders,1,,CD_Planned_Orders_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Planned_Process_SnapShot_Master,pl_NHSC_Process_OrderHeader_SnapShot,3,,pl_NHSC_ExcludedOrders_SnapShot,1,,Succeeded,3→1,Yes,2,3
pl_NHSC_Planned_Process_SnapShot_Master,pl_NHSC_Process_OrderItems_SnapShot,4,,pl_NHSC_Process_OrderHeader_SnapShot,3,,Succeeded,4→3,Yes,1,2
pl_NHSC_Planned_Process_SnapShot_Master,pl_NHSC_Planned_Orders_SnapShot,2,,pl_NHSC_Process_OrderItems_SnapShot,4,,Succeeded,2→4,Yes,0,1
pl_NHSC_Planned_Process_SnapShot_Master,is_ThirdShift,13,,Get FilesNames,5,,Succeeded,13→5,Yes,6,7
pl_NHSC_Planned_Process_SnapShot_Master,Get FilesNames,5,,ForEach1,6,,Succeeded,5→6,Yes,7,8
pl_NHSC_Planned_Process_SnapShot_Master,If Condition1,9,ForEach1,DeleteProcess,8,ForEach1,Succeeded,9→8,Yes,1,2
pl_NHSC_Planned_Process_SnapShot_Master,SendCopy,7,ForEach1,If Condition1,9,ForEach1,Succeeded,7→9,Yes,0,1
pl_NHSC_Planned_Process_SnapShot_Master,pl_NHSC_ExcludedOrders_SnapShot,1,,GetShift,11,,Succeeded,1→11,Yes,3,4
pl_NHSC_Planned_Process_SnapShot_Master,GetShift,11,,Shift,12,,Succeeded,11→12,Yes,4,5
pl_NHSC_Planned_Process_SnapShot_Master,Shift,12,,is_ThirdShift,13,,Succeeded,12→13,Yes,5,6
pl_NHSC_Planned_Process_SnapShot_Master,TRUE,14,is_ThirdShift→TRUE,ThirdShift_Folderr,15,is_ThirdShift→TRUE,Succeeded,14→15,Yes,0,1
pl_NHSC_Planned_Process_SnapShot_Master,FALSE,16,is_ThirdShift→FALSE,GetFolder,17,is_ThirdShift→FALSE,Succeeded,16→17,Yes,0,1
pl_NHSC_Planned_Process_SnapShot_Master,ForEach1,6,,Done,18,,Succeeded,6→18,Yes,8,9
pl_TaxFileUpdate,cd_Update_TaxFile,1,,cd_Push_NewTaxFile,2,,Succeeded,1→2,Yes,0,1
pl_TaxFileUpdate,cd_Push_NewTaxFile,2,,cd_Update_Avalara_TaxFile,3,,Succeeded,2→3,Yes,1,2
pl_TaxFileUpdate,cd_Update_Avalara_TaxFile,3,,cd_Push_Avalara,4,,Succeeded,3→4,Yes,2,3
pl_NHSC_Planned_PLPO,CD_Get_Planned_PLPO,1,,CD_OrderItems_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Process_RESB,CD_Get_OrderItems,1,,CD_OrderItems_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Planned_MAPL,CD_Get_OrderItems,1,,CD_OrderItems_Synapse,2,,Succeeded,1→2,Yes,0,1
PL_ColleagueData_CRHD,GetClientSecret,15,,GetAuthToken,1,,Succeeded,15→1,Yes,0,1
PL_ColleagueData_CRHD,FileName,17,,LookupFilesToCopy,5,,Succeeded,17→5,Yes,2,3
PL_ColleagueData_CRHD,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_CRHD,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_CRHD,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_CRHD,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_CRHD,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_CRHD,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_CRHD,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_CRHD,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_CRHD,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_CRHD,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_CRHD,CD_Update_WaterMark,12,If File Updated→TRUE,df_PlannedOrdersFile,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_CRHD,FolderPath,18,,FileName,17,,Succeeded,18→17,Yes,1,2
PL_ColleagueData_CRHD,RootFolder,16,,FolderPath,18,,Succeeded,16→18,Yes,0,1
PL_ColleagueData_CRHD,ForEachFile,6,,Done,19,,Succeeded,6→19,Yes,4,5
PL_ColleagueData_LineCap,GetClientSecret,15,,GetAuthToken,1,,Succeeded,15→1,Yes,0,1
PL_ColleagueData_LineCap,FileName,17,,LookupFilesToCopy,5,,Succeeded,17→5,Yes,2,3
PL_ColleagueData_LineCap,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_LineCap,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_LineCap,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_LineCap,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_LineCap,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_LineCap,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_LineCap,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_LineCap,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_LineCap,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_LineCap,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_LineCap,CD_Update_WaterMark,12,If File Updated→TRUE,df_PlannedOrdersFile,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_LineCap,FolderPath,18,,FileName,17,,Succeeded,18→17,Yes,1,2
PL_ColleagueData_LineCap,RootFolder,16,,FolderPath,18,,Succeeded,16→18,Yes,0,1
PL_ColleagueData_LineCap,ForEachFile,6,,Done,19,,Succeeded,6→19,Yes,4,5
PL_ColleagueData_PO_Issues,GetClientSecret,16,,GetAuthToken,1,,Succeeded,16→1,Yes,0,1
PL_ColleagueData_PO_Issues,FileName,18,,LookupFilesToCopy,5,,Succeeded,18→5,Yes,2,3
PL_ColleagueData_PO_Issues,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_PO_Issues,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_PO_Issues,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_PO_Issues,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_PO_Issues,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_PO_Issues,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_PO_Issues,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_PO_Issues,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_PO_Issues,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_PO_Issues,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_PO_Issues,CD_Update_WaterMark,12,If File Updated→TRUE,df_PlannedOrdersFile,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_PO_Issues,FolderPath,19,,FileName,18,,Succeeded,19→18,Yes,1,2
PL_ColleagueData_PO_Issues,RootFolder,17,,FolderPath,19,,Succeeded,17→19,Yes,0,1
PL_ColleagueData_PO_Issues,ForEachFile,6,,Done,20,,Succeeded,6→20,Yes,4,5
PL_ColleagueData_MKAL,GetClientSecret,16,,GetAuthToken,1,,Succeeded,16→1,Yes,0,1
PL_ColleagueData_MKAL,FileName,18,,LookupFilesToCopy,5,,Succeeded,18→5,Yes,2,3
PL_ColleagueData_MKAL,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_MKAL,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_MKAL,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_MKAL,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_MKAL,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_MKAL,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_MKAL,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_MKAL,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_MKAL,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_MKAL,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_MKAL,CD_Update_WaterMark,12,If File Updated→TRUE,df_PlannedOrdersFile,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_MKAL,FolderPath,19,,FileName,18,,Succeeded,19→18,Yes,1,2
PL_ColleagueData_MKAL,RootFolder,17,,FolderPath,19,,Succeeded,17→19,Yes,0,1
PL_ColleagueData_MKAL,ForEachFile,6,,Done,20,,Succeeded,6→20,Yes,4,5
PL_MKAL,Get Metadata1,1,,GetCount,2,,Succeeded,1→2,Yes,0,1
PL_MKAL,GetCount,2,,If Condition1,3,,Succeeded,2→3,Yes,1,2
PL_MKAL,FileFound,4,If Condition1→TRUE,df_MKAL,5,If Condition1→TRUE,Succeeded,4→5,Yes,0,1
pl_Klaviyo_Report,GetSecrete,2,,Post_Get_2021,1,,Succeeded,2→1,Yes,0,1
pl_Klaviyo_Report,Post_Get_2025,12,,df_Klaviyo_Open,3,,Succeeded,12→3,Yes,9,10
pl_Klaviyo_Report,df_Klaviyo_Reports_25,13,,Complete,4,,Succeeded,13→4,Yes,11,12
pl_Klaviyo_Report,Wait_60,10,,Post_Get_2022,5,,Succeeded,10→5,Yes,2,3
pl_Klaviyo_Report,Wait__60,8,,Post_Get_2023,6,,Succeeded,8→6,Yes,4,5
pl_Klaviyo_Report,Wait___60,9,,Post_Get_2024,7,,Succeeded,9→7,Yes,6,7
pl_Klaviyo_Report,Post_Get_2022,5,,Wait__60,8,,Succeeded,5→8,Yes,3,4
pl_Klaviyo_Report,Post_Get_2023,6,,Wait___60,9,,Succeeded,6→9,Yes,5,6
pl_Klaviyo_Report,Post_Get_2021,1,,Wait_60,10,,Succeeded,1→10,Yes,1,2
pl_Klaviyo_Report,Post_Get_2024,7,,Wait____60,11,,Succeeded,7→11,Yes,7,8
pl_Klaviyo_Report,Wait____60,11,,Post_Get_2025,12,,Succeeded,11→12,Yes,8,9
pl_Klaviyo_Report,df_Klaviyo_Open,3,,df_Klaviyo_Reports_25,13,,Succeeded,3→13,Yes,10,11
pl_GetAS400_SpaceUtilization,CD_ Empty_47,5,,df_SpaceUtilization_47,3,,Succeeded,5→3,Yes,1,2
pl_GetAS400_SpaceUtilization,CD_ Empty_42,6,,df_SpaceUtilization_42,4,,Succeeded,6→4,Yes,1,2
pl_GetAS400_SpaceUtilization,CD_ Utilization_47,1,,CD_ Empty_47,5,,Succeeded,1→5,Yes,0,1
pl_GetAS400_SpaceUtilization,CD_ Utilization_42,2,,CD_ Empty_42,6,,Succeeded,2→6,Yes,0,1
pl_GetAS400_GetBulkQty,CD_Get_Bulk_Qty,1,,df_GetBulkQty,2,,Succeeded,1→2,Yes,0,1
pl_GetAS400_BOL_Weekly,CD_BOL_WEEKLY,1,,df_BOL_Weekly,2,,Succeeded,1→2,Yes,0,1
PL_KBED_SF,cd_KBED,1,,df_KBED_SF,2,,Succeeded,1→2,Yes,0,1
PL_MKAL_SF,cd_MKAL,1,,df_MKAL_SF,2,,Succeeded,1→2,Yes,0,1
pl_GetAS400_BulksNotInSap,Set NewFileName,5,,CD_Get_Bulks_Not_In_Sap,1,,Succeeded,5→1,Yes,1,2
pl_GetAS400_BulksNotInSap,Archive,4,,df_GetBulks_Not_inSAP,2,,Succeeded,4→2,Yes,3,4
pl_GetAS400_BulksNotInSap,CD_Get_Bulks_Not_In_Sap,1,,Archive,4,,Succeeded,1→4,Yes,2,3
pl_GetAS400_BulksNotInSap,Set CurrentTimeStamp,3,,Set NewFileName,5,,Succeeded,3→5,Yes,0,1
PL_AFVC_SF,cd_AFVC,1,,df_AFVC_SF,2,,Succeeded,1→2,Yes,0,1
pl_RRP4,Get_RRP4_File,1,,Get Metadata1,2,,Succeeded,1→2,Yes,0,1
pl_RRP4,Get Metadata1,2,,If Condition1,3,,Succeeded,2→3,Yes,1,2
pl_RRP4,Set FileName,8,If Condition1→TRUE,CD_Archive,5,If Condition1→TRUE,Succeeded,8→5,Yes,2,3
pl_RRP4,CD_Archive,5,If Condition1→TRUE,df_RRP4,6,If Condition1→TRUE,Succeeded,5→6,Yes,3,4
pl_RRP4,HAS DATA,4,If Condition1→TRUE,Set Path,7,If Condition1→TRUE,Succeeded,4→7,Yes,0,1
pl_RRP4,Set Path,7,If Condition1→TRUE,Set FileName,8,If Condition1→TRUE,Succeeded,7→8,Yes,1,2
pl_RRP4,NO DATA,9,If Condition1→FALSE,Send_Email_AS,10,If Condition1→FALSE,Succeeded,9→10,Yes,0,1
pl_Atrium_OpenOrders,CD_Open_Orders,1,,CD_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_Atrium_Sales,CD_Atrium_Sales,1,,CD_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_Atrium_Forecst,CD_Atrium_Forecast,1,,CD_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_Atrium_Dim_Product,CD_Item,1,,df_Atrium_UPC,2,,Succeeded,1→2,Yes,0,1
PL_GET_Mail_Files,Time,12,,ForEachFile,2,,Succeeded,12→2,Yes,0,2
PL_GET_Mail_Files,Year,14,,ForEachFile,2,,Succeeded,14→2,Yes,0,2
PL_GET_Mail_Files,Month,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_GET_Mail_Files,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_GET_Mail_Files,GetAuthToken,15,,ForEachFile,2,,Succeeded,15→2,Yes,1,2
PL_GET_Mail_Files,Web_GetFileLUD,11,ForEachFile,Set LUD,3,ForEachFile,Succeeded,11→3,Yes,0,1
PL_GET_Mail_Files,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_GET_Mail_Files,Set OLD LUD,10,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,10→5,Yes,1,2
PL_GET_Mail_Files,CD_Synapse,9,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,9→7,Yes,1,2
PL_GET_Mail_Files,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,2,3
PL_GET_Mail_Files,CD_Amazon_Files,6,If File has been Updated→TRUE,CD_Synapse,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_GET_Mail_Files,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,10,ForEachFile,Succeeded,4→10,Yes,0,1
PL_GET_Mail_Files,GetClientSecret,16,,GetAuthToken,15,,Succeeded,16→15,Yes,0,1
PL_GET_Shipping_Days_Updates,Time,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_GET_Shipping_Days_Updates,Year,15,,ForEachFile,2,,Succeeded,15→2,Yes,0,2
PL_GET_Shipping_Days_Updates,Month,14,,ForEachFile,2,,Succeeded,14→2,Yes,0,2
PL_GET_Shipping_Days_Updates,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
